sensor_id,timestamp,location,temperature,humidity,pressure,battery_pct,alert_flag
SENS026174,2023-07-12 04:56:41,Zone-E,2.38,10.24,982.26,96.92,0
SENS026175,2023-11-17 05:29:46,Zone-E,59.25,73.09,1034.96,35.49,0
SENS026176,2024-01-14 21:44:57,Warehouse-2,7.56,76.07,1009.92,25.34,0
SENS026177,2024-01-29 22:57:33,Zone-D,34.85,50.27,1022.18,47.28,0
SENS026178,2023-02-16 07:38:34,Field-North,8.84,10.76,1026.2,22.17,0
SENS026179,2023-10-19 18:33:54,Zone-D,26.19,25.63,1006.1,74.62,0
SENS026180,2023-09-20 10:36:00,Remote-01,-4.52,49.85,1000.01,,0
SENS026181,2023-08-16 06:00:49,Warehouse-2,44.26,17.87,952.77,65.57,0
SENS026182,2023-03-14 02:56:01,Field-North,-9.6,50.49,987.16,15.4,0
SENS026183,2023-06-03 23:07:50,Zone-B,73.75,59.83,957.46,43.77,0
SENS026184,2024-03-01 10:25:34,Remote-01,-15.98,51.84,1045.61,,1
SENS026185,2024-12-30 04:45:00,Zone-D,42.28,72.26,1025.39,86.48,0
SENS026186,2023-10-09 11:18:14,Field-North,60.99,73.12,974.2,97.79,0
SENS026187,2023-07-08 18:21:00,Warehouse-2,62.93,60.1,999.13,18.44,0
SENS026188,2024-04-15 16:52:06,Remote-01,30.5,55.24,1032.8,66.5,0
SENS026189,2024-01-12 10:27:13,Field-South,-0.05,93.79,998.99,83.65,1
SENS026190,2023-09-09 23:14:19,Zone-C,58.31,35.11,955.26,17.7,0
SENS026191,2024-03-26 22:46:50,Warehouse-1,21.95,14.42,1043.39,71.96,0
SENS026192,2024-10-09 16:30:52,Field-South,-7.96,44.92,976.69,51.86,0
SENS026193,2023-05-24 21:28:33,Zone-E,50.81,26.67,1045.13,73.0,0
SENS026194,2023-04-03 18:03:41,Warehouse-2,22.74,46.02,1032.16,58.32,0
SENS026195,2024-03-10 14:50:10,Zone-D,-15.72,84.17,989.34,26.94,1
SENS026196,2024-12-15 03:26:16,Warehouse-1,25.37,32.51,966.59,34.71,0
SENS026197,2024-11-03 11:07:56,Field-North,64.04,75.5,1021.12,86.67,0
SENS026198,2023-11-07 15:22:25,Zone-C,31.56,50.14,957.03,16.95,0
SENS026199,2023-09-20 05:46:19,Warehouse-1,-12.35,57.4,951.36,39.01,1
SENS026200,2024-12-06 14:22:53,Zone-E,1.34,43.99,1005.16,79.65,0
SENS026201,2024-01-04 02:51:48,Zone-A,0.84,56.64,984.05,69.86,0
SENS026202,2024-07-19 22:45:35,Zone-C,18.52,26.66,973.78,66.51,0
SENS026203,2023-04-03 02:44:17,Zone-E,1.95,50.37,986.37,21.57,0
SENS026204,2023-01-18 20:40:34,Zone-E,2.38,36.55,954.72,18.78,0
SENS026205,2023-10-05 05:52:39,Warehouse-2,47.73,62.59,976.94,27.03,0
SENS026206,2023-01-01 02:04:16,Field-South,51.12,18.35,977.04,,0
SENS026207,2024-09-11 03:23:55,Field-South,29.11,31.82,1007.27,92.05,0
SENS026208,2023-04-05 15:57:37,Zone-E,67.21,51.95,989.1,20.94,0
SENS026209,2024-01-14 21:06:56,Warehouse-2,48.06,87.99,1040.09,13.37,0
SENS026210,2024-02-11 20:10:52,Warehouse-1,5.6,86.29,971.99,69.69,0
SENS026211,2023-05-08 22:37:53,Warehouse-2,-3.34,16.31,984.77,65.27,0
SENS026212,2024-08-28 09:19:18,Field-South,77.1,20.81,970.43,56.31,0
SENS026213,2023-09-21 01:49:44,Zone-A,70.9,78.11,1028.43,79.03,0
SENS026214,2023-10-31 02:27:48,Zone-C,41.57,48.55,1014.67,83.05,0
SENS026215,2024-12-21 18:25:10,Zone-A,29.11,28.79,959.62,54.47,0
SENS026216,2023-01-01 15:15:08,Warehouse-2,41.32,57.41,987.03,16.43,0
SENS026217,2024-09-24 10:34:38,Zone-B,27.95,43.61,1023.6,36.79,0
SENS026218,2024-10-14 01:02:14,Zone-B,53.77,29.25,1031.26,83.72,0
SENS026219,2024-11-28 21:28:58,Zone-B,14.22,94.52,1039.58,30.87,1
SENS026220,2024-08-13 12:55:18,Remote-01,73.73,29.67,1024.57,21.26,0
SENS026221,2024-03-14 14:14:53,Zone-E,11.51,85.79,1011.68,82.45,0
SENS026222,2024-07-09 20:11:38,Field-South,25.4,83.38,1021.22,99.22,0
SENS026223,2024-03-22 18:18:00,Field-South,53.06,32.05,1048.21,61.08,0
SENS026224,2023-12-28 05:21:34,Warehouse-1,8.38,20.32,1039.45,52.19,0
SENS026225,2023-10-28 04:21:29,Zone-A,75.37,76.17,971.36,38.13,0
SENS026226,2023-05-17 06:16:08,Remote-01,45.04,20.77,977.52,45.28,0
SENS026227,2024-01-18 02:47:19,Remote-01,30.85,49.35,1020.04,72.25,0
SENS026228,2024-03-03 07:58:29,Remote-01,51.23,18.59,977.87,37.86,0
SENS026229,2024-04-08 21:35:33,Zone-D,-3.06,53.44,968.58,78.59,0
SENS026230,2023-07-03 15:57:12,Field-South,15.51,78.4,994.18,24.44,0
SENS026231,2024-09-23 13:51:22,Zone-B,21.86,65.44,952.62,68.2,0
SENS026232,2023-07-09 00:05:26,Remote-01,67.8,16.24,979.04,48.56,0
SENS026233,2024-05-30 00:11:01,Zone-D,33.71,66.44,997.08,78.49,0
SENS026234,2024-11-15 14:28:15,Zone-B,6.41,56.85,1004.11,41.91,0
SENS026235,2023-05-13 18:55:50,Field-South,73.78,14.47,965.66,48.37,0
SENS026236,2024-09-04 09:42:56,Zone-B,33.33,15.26,974.69,49.49,0
SENS026237,2023-04-14 16:52:27,Zone-B,13.46,73.28,1009.99,68.49,0
SENS026238,2023-09-11 14:41:24,Zone-E,29.42,19.44,1045.52,90.98,0
SENS026239,2023-06-05 04:56:31,Field-South,22.38,40.62,1008.87,75.79,0
SENS026240,2024-06-28 11:32:18,Remote-01,47.69,59.51,976.65,22.43,0
SENS026241,2024-08-16 07:17:13,Zone-A,25.49,22.54,977.32,31.58,0
SENS026242,2023-10-20 18:12:22,Zone-C,86.86,83.94,971.8,99.09,1
SENS026243,2024-06-24 02:16:36,Warehouse-2,2.58,73.2,983.63,54.23,0
SENS026244,2023-04-07 03:08:20,Warehouse-1,-0.98,68.23,968.71,14.14,0
SENS026245,2024-02-11 15:39:24,Zone-D,22.28,86.66,1022.5,78.86,0
SENS026246,2024-01-17 20:22:17,Remote-01,19.08,60.9,1017.01,67.32,0
SENS026247,2023-01-06 02:31:19,Field-North,29.15,53.11,954.75,55.7,0
SENS026248,2024-10-21 12:38:46,Remote-01,67.98,75.47,999.85,49.13,0
SENS026249,2024-02-23 17:24:38,Zone-A,52.97,62.34,963.58,73.49,0
SENS026250,2023-08-13 18:33:58,Zone-B,77.67,66.05,996.89,28.35,0
SENS026251,2024-06-28 15:39:32,Zone-D,26.39,35.88,975.3,16.18,0
SENS026252,2023-08-12 10:42:08,Zone-A,-5.65,50.41,973.14,32.71,0
SENS026253,2023-10-05 08:56:23,Zone-D,36.23,46.34,1008.36,76.38,0
SENS026254,2024-04-23 19:43:06,Remote-01,19.04,14.79,969.04,33.57,0
SENS026255,2023-07-03 04:05:05,Warehouse-1,98.42,42.85,1032.96,46.79,1
SENS026256,2023-07-13 04:48:35,Remote-01,37.49,30.74,990.18,33.8,0
SENS026257,2023-09-22 11:16:31,Field-South,47.98,26.11,962.21,89.99,0
SENS026258,2024-06-04 09:22:52,Field-South,72.84,51.25,974.0,21.93,0
SENS026259,2023-01-24 00:15:50,Zone-B,46.03,47.73,993.76,95.85,0
SENS026260,2023-03-26 20:21:53,Zone-C,49.27,36.9,1019.11,69.75,0
SENS026261,2023-04-18 23:14:26,Zone-A,47.1,65.66,1003.74,77.28,0
SENS026262,2024-05-13 08:51:46,Zone-C,13.3,78.72,950.59,10.0,0
SENS026263,2023-07-22 19:41:21,Zone-C,30.7,52.13,963.55,57.17,0
SENS026264,2024-02-26 17:59:14,Zone-B,-18.69,81.01,953.94,39.71,1
SENS026265,2024-10-14 03:24:33,Zone-E,52.77,13.88,1040.76,59.37,0
SENS026266,2023-12-28 14:39:10,Zone-D,62.71,59.46,963.46,70.19,0
SENS026267,2024-10-05 22:51:53,Remote-01,36.82,34.18,1009.69,46.1,0
SENS026268,2024-03-15 14:45:04,Field-North,40.62,59.97,989.55,35.53,0
SENS026269,2024-03-08 09:17:36,Field-North,54.83,29.21,1020.43,21.7,0
SENS026270,2023-05-25 10:28:45,Warehouse-2,68.98,41.05,951.23,24.12,0
SENS026271,2024-02-22 11:58:22,Warehouse-2,-4.15,47.72,1022.7,30.21,0
SENS026272,2024-04-09 15:49:55,Zone-D,-0.66,81.69,994.17,7.13,1
SENS026273,2023-11-06 04:01:32,Warehouse-2,64.95,13.37,1015.07,34.11,0
SENS026274,2024-01-22 22:20:12,Zone-A,57.82,35.96,1018.44,92.59,0
SENS026275,2023-07-01 17:34:40,Remote-01,66.41,34.74,1037.1,31.36,0
SENS026276,2024-01-01 10:56:33,Warehouse-1,37.39,48.69,1018.08,74.44,0
SENS026277,2024-05-24 11:16:45,Zone-C,48.2,76.62,1028.71,41.01,0
SENS026278,2024-07-03 18:01:19,Zone-C,11.96,16.59,992.22,51.25,0
SENS026279,2023-06-06 18:51:21,Zone-C,71.89,47.48,995.13,71.32,0
SENS026280,2024-01-02 23:28:08,Warehouse-2,54.84,45.15,1019.25,35.06,0
SENS026281,2023-07-26 12:12:53,Field-North,76.4,49.0,1034.12,77.19,0
SENS026282,2023-05-09 08:17:41,Zone-D,60.32,60.99,1035.96,82.33,0
SENS026283,2024-09-04 10:59:22,Field-South,64.67,25.21,992.89,77.93,0
SENS026284,2024-05-17 16:56:02,Zone-C,35.12,30.78,1017.6,41.79,0
SENS026285,2023-08-03 11:25:00,Zone-A,31.52,74.27,1022.99,97.43,0
SENS026286,2024-09-20 13:48:10,Warehouse-1,50.74,30.79,1029.17,37.15,0
SENS026287,2024-12-19 14:18:55,Remote-01,-6.76,37.74,1028.99,14.37,0
SENS026288,2023-02-15 05:11:53,Zone-D,26.71,26.41,970.2,53.69,0
SENS026289,2024-07-05 20:27:34,Field-South,74.32,72.53,966.78,54.54,0
SENS026290,2023-08-12 08:17:12,Warehouse-1,58.53,73.37,1047.28,69.65,0
SENS026291,2024-09-24 01:58:23,Field-North,-7.69,14.47,978.03,7.24,1
SENS026292,2023-03-30 11:25:08,Zone-D,79.97,32.5,998.55,9.12,1
SENS026293,2023-05-17 21:32:59,Zone-B,102.93,88.88,1038.03,95.92,1
SENS026294,2023-11-07 05:01:57,Zone-A,67.91,63.37,1000.37,68.99,0
SENS026295,2023-02-20 10:53:19,Zone-D,52.78,80.05,965.38,38.7,0
SENS026296,2024-02-27 22:11:53,Zone-E,16.92,37.99,1012.38,22.68,0
SENS026297,2024-07-19 14:02:08,Zone-C,76.77,66.33,974.97,80.99,0
SENS026298,2023-12-13 07:43:13,Warehouse-1,58.96,26.93,1015.17,56.5,0
SENS026299,2023-01-26 21:24:37,Remote-01,61.68,41.95,1004.41,97.0,0
SENS026300,2024-10-21 20:45:54,Field-South,21.19,51.83,1036.72,80.51,0
SENS026301,2023-05-02 21:34:55,Zone-D,54.46,91.09,1015.77,7.1,1
SENS026302,2024-04-15 10:50:07,Remote-01,54.9,59.72,1018.1,52.44,0
SENS026303,2023-03-24 05:07:25,Field-South,24.3,44.89,989.95,39.5,0
SENS026304,2024-11-21 22:55:42,Field-North,1.92,59.19,992.31,19.84,0
SENS026305,2024-03-29 17:14:03,Remote-01,31.2,57.31,976.52,78.35,0
SENS026306,2023-05-23 22:55:32,Field-South,58.49,10.71,1049.31,37.17,0
SENS026307,2023-09-09 14:46:35,Zone-A,22.04,14.37,1016.31,81.13,0
SENS026308,2024-07-15 11:14:24,Warehouse-1,36.91,47.5,990.23,19.86,0
SENS026309,2024-06-11 12:58:03,Warehouse-1,66.4,21.56,989.61,72.59,0
SENS026310,2024-02-23 04:26:30,Zone-C,43.23,51.38,1000.1,93.05,0
SENS026311,2023-11-21 01:10:20,Warehouse-2,77.01,15.99,1029.43,34.95,0
SENS026312,2023-12-09 06:47:10,Zone-A,77.89,24.97,960.99,10.92,0
SENS026313,2024-09-06 15:00:46,Zone-E,40.66,30.43,1031.19,93.59,0
SENS026314,2023-03-20 18:04:35,Field-North,38.09,15.59,1006.35,12.92,0
SENS026315,2024-01-18 14:07:26,Zone-A,5.18,72.04,963.96,70.13,0
SENS026316,2023-10-04 21:32:14,Zone-D,50.35,79.59,986.13,89.42,0
SENS026317,2023-04-23 06:31:31,Zone-D,52.0,71.11,1012.47,38.15,0
SENS026318,2023-07-22 02:58:59,Zone-B,18.71,67.67,967.18,93.12,0
SENS026319,2024-12-21 16:13:06,Warehouse-2,43.66,90.15,983.5,49.46,1
SENS026320,2024-09-02 04:44:39,Zone-A,10.67,60.63,988.84,,0
SENS026321,2024-06-06 14:35:53,Zone-D,34.05,89.96,979.99,35.01,0
SENS026322,2024-08-27 04:37:28,Zone-B,54.92,73.25,952.72,62.94,0
SENS026323,2024-06-05 03:10:39,Field-South,-8.16,52.54,960.79,85.24,0
SENS026324,2024-07-29 01:03:17,Zone-D,78.81,53.9,1006.33,46.68,0
SENS026325,2023-01-11 18:33:04,Field-South,79.33,35.34,997.76,9.23,1
SENS026326,2023-01-18 18:50:45,Warehouse-2,25.26,23.56,958.49,9.61,1
SENS026327,2024-12-26 09:12:34,Remote-01,21.06,49.53,992.0,56.08,0
SENS026328,2024-11-28 14:55:52,Warehouse-2,29.75,80.59,954.74,57.84,0
SENS026329,2024-02-22 10:38:47,Remote-01,63.84,23.3,1020.15,75.45,0
SENS026330,2023-03-14 14:07:29,Field-North,61.74,76.95,1018.06,,0
SENS026331,2023-07-14 20:11:43,Field-North,72.89,41.45,973.4,35.23,0
SENS026332,2023-07-28 13:10:45,Zone-B,35.11,32.19,1037.4,19.84,0
SENS026333,2023-01-21 07:35:43,Remote-01,58.42,34.77,1034.03,25.38,0
SENS026334,2024-09-01 22:32:14,Zone-C,24.88,34.49,994.88,38.47,0
SENS026335,2023-01-28 12:55:08,Zone-A,-4.6,34.66,973.96,62.02,0
SENS026336,2024-03-03 07:27:55,Zone-E,26.09,74.27,1009.3,91.1,0
SENS026337,2023-06-08 08:00:34,Zone-C,-4.43,39.54,951.84,68.36,0
SENS026338,2023-11-27 07:45:43,Remote-01,65.04,86.92,967.94,76.97,0
SENS026339,2024-04-23 06:22:29,Warehouse-1,24.9,85.92,958.4,24.3,0
SENS026340,2023-04-13 23:49:21,Field-South,36.78,28.3,996.64,23.52,0
SENS026341,2023-09-26 09:08:44,Zone-C,26.05,75.65,959.24,84.77,0
SENS026342,2023-11-12 22:24:18,Warehouse-2,30.66,69.06,1041.66,65.67,0
SENS026343,2024-03-31 09:55:52,Field-North,14.47,16.24,1049.95,78.73,0
SENS026344,2023-06-02 06:37:04,Field-South,35.42,38.73,1038.63,12.89,0
SENS026345,2024-12-24 08:45:09,Warehouse-2,58.34,59.82,1012.28,85.32,0
SENS026346,2023-01-05 20:05:13,Remote-01,9.18,86.91,988.03,56.83,0
SENS026347,2023-02-08 01:01:00,Zone-B,31.59,76.52,1041.92,35.82,0
SENS026348,2024-03-06 23:47:00,Zone-C,15.95,58.6,980.02,49.63,0
SENS026349,2023-12-29 23:46:59,Warehouse-2,-7.43,69.22,996.3,60.78,0
SENS026350,2023-11-16 14:13:06,Zone-D,-8.18,72.06,950.21,74.17,0
SENS026351,2024-12-10 14:40:42,Warehouse-1,47.29,55.56,1004.05,47.71,0
SENS026352,2024-04-18 13:20:05,Remote-01,68.99,78.52,1004.85,9.64,1
SENS026353,2023-06-30 18:01:44,Warehouse-1,29.17,70.25,1013.13,58.34,0
SENS026354,2023-07-07 13:30:49,Zone-C,82.53,89.56,973.55,62.83,1
SENS026355,2024-01-27 20:16:28,Field-South,51.98,84.17,1047.37,55.52,0
SENS026356,2024-07-12 07:01:10,Zone-E,53.39,18.37,954.84,25.09,0
SENS026357,2024-08-10 18:37:00,Zone-C,27.57,57.44,956.05,56.73,0
SENS026358,2023-09-23 20:27:14,Zone-B,12.29,48.66,991.16,37.25,0
SENS026359,2023-11-19 16:15:08,Remote-01,60.25,78.23,1026.11,73.41,0
SENS026360,2024-07-05 11:31:58,Field-South,-1.05,77.62,993.02,69.63,0
SENS026361,2024-11-09 19:52:31,Warehouse-1,62.18,34.53,1034.91,37.55,0
SENS026362,2023-06-17 14:17:50,Remote-01,47.01,28.79,962.93,17.34,0
SENS026363,2024-08-10 04:33:16,Field-North,22.96,11.88,954.18,6.81,1
SENS026364,2024-04-15 07:26:49,Zone-B,40.01,53.0,983.41,75.24,0
SENS026365,2023-06-21 08:07:52,Zone-D,44.99,18.97,1023.68,67.3,0
SENS026366,2024-03-03 15:00:26,Warehouse-2,40.08,23.18,1039.6,51.6,0
SENS026367,2024-06-28 08:20:15,Zone-C,68.04,30.19,1042.63,23.35,0
SENS026368,2023-06-23 03:42:10,Warehouse-2,-6.9,83.18,990.13,51.44,0
SENS026369,2024-04-07 06:29:33,Remote-01,11.62,40.31,1020.92,9.61,1
SENS026370,2024-05-17 13:04:52,Warehouse-2,50.79,25.89,965.23,11.93,0
SENS026371,2024-06-23 21:23:36,Field-South,23.36,66.49,1007.72,73.43,0
SENS026372,2023-05-12 04:19:42,Zone-A,72.5,74.44,981.38,8.88,1
SENS026373,2024-07-28 00:05:47,Warehouse-2,52.49,51.67,1035.99,47.46,0
SENS026374,2024-07-07 22:24:05,Remote-01,20.59,38.67,1000.86,87.25,0
SENS026375,2023-09-17 11:30:02,Warehouse-1,31.59,72.29,990.6,99.11,0
SENS026376,2024-01-03 10:05:03,Warehouse-2,17.42,33.82,960.68,76.17,0
SENS026377,2023-03-15 09:52:59,Remote-01,66.22,80.59,1020.23,51.83,0
SENS026378,2023-06-04 02:16:11,Zone-C,33.73,34.02,990.72,81.88,0
SENS026379,2024-08-12 07:03:08,Zone-E,49.73,54.92,983.01,85.95,0
SENS026380,2023-09-07 15:56:48,Warehouse-2,79.71,86.81,954.43,77.49,0
SENS026381,2024-08-09 00:22:17,Warehouse-1,5.08,61.18,953.0,35.21,0
SENS026382,2023-12-16 01:22:31,Zone-D,29.17,32.62,980.32,12.35,0
SENS026383,2024-02-17 00:54:21,Zone-D,37.89,20.18,984.17,90.37,0
SENS026384,2024-06-06 16:15:14,Remote-01,43.9,12.44,1008.72,80.97,0
SENS026385,2023-12-20 06:07:45,Zone-B,73.43,68.4,992.06,95.52,0
SENS026386,2024-12-04 05:26:33,Zone-E,73.49,48.79,1021.83,41.49,0
SENS026387,2023-06-07 05:32:19,Warehouse-1,32.2,23.19,1002.71,15.73,0
SENS026388,2024-06-11 17:51:13,Zone-C,62.9,79.34,964.9,85.94,0
SENS026389,2023-11-13 02:55:26,Zone-C,18.55,40.84,1046.64,80.93,0
SENS026390,2023-12-31 19:11:14,Zone-B,-18.67,81.98,975.19,19.08,1
SENS026391,2023-05-28 04:22:21,Field-North,54.29,79.56,958.63,75.57,0
SENS026392,2024-06-20 00:26:03,Zone-A,38.36,70.1,1036.38,18.14,0
SENS026393,2023-10-23 09:12:41,Remote-01,-1.19,80.91,990.28,6.77,1
SENS026394,2023-12-06 00:33:40,Zone-E,-5.52,30.26,1004.89,79.5,0
SENS026395,2023-01-10 18:16:35,Field-North,70.24,16.86,1039.63,71.74,0
SENS026396,2024-10-14 02:47:24,Warehouse-1,49.11,65.1,994.35,28.8,0
SENS026397,2023-09-24 01:43:58,Zone-C,11.99,37.94,1031.95,98.21,0
SENS026398,2024-12-29 12:41:47,Zone-B,52.55,23.92,965.54,87.1,0
SENS026399,2023-04-14 22:54:21,Warehouse-1,54.23,19.2,973.94,49.24,0
SENS026400,2024-10-16 20:09:55,Zone-C,22.15,48.78,1035.25,41.25,0
SENS026401,2023-03-13 11:21:34,Warehouse-2,10.75,74.87,1008.27,85.41,0
SENS026402,2023-02-24 07:58:54,Remote-01,48.08,18.81,1010.74,73.7,0
SENS026403,2023-12-01 16:43:27,Zone-D,62.06,88.89,1016.3,79.44,0
SENS026404,2023-07-20 21:05:44,Warehouse-2,-0.84,15.34,990.32,84.07,0
SENS026405,2024-04-09 14:28:45,Zone-D,10.36,81.25,980.15,,0
SENS026406,2023-10-04 05:08:04,Zone-E,73.2,51.07,953.2,74.98,0
SENS026407,2023-01-15 12:21:54,Warehouse-2,4.76,91.01,1005.04,49.26,1
SENS026408,2024-04-14 22:24:09,Field-North,16.54,87.19,1025.09,24.83,0
SENS026409,2023-07-09 22:48:08,Remote-01,40.36,18.72,985.16,29.37,0
SENS026410,2024-02-21 02:11:52,Zone-A,25.79,56.69,1028.58,90.25,0
SENS026411,2023-03-22 16:53:27,Warehouse-2,-2.39,85.72,1012.11,69.47,0
SENS026412,2024-04-02 19:46:22,Zone-C,42.89,42.15,1037.88,14.72,0
SENS026413,2023-03-07 08:28:28,Zone-C,-15.19,35.12,957.23,75.79,1
SENS026414,2024-08-18 23:46:02,Zone-D,32.57,30.52,968.1,65.19,0
SENS026415,2024-06-29 14:17:16,Remote-01,16.3,59.48,965.94,57.78,0
SENS026416,2024-09-08 04:17:44,Zone-A,12.35,40.86,1019.97,18.43,0
SENS026417,2023-08-11 07:28:47,Zone-C,109.4,47.25,1032.96,35.69,1
SENS026418,2023-09-05 18:45:18,Field-North,8.42,43.79,1003.62,19.75,0
SENS026419,2023-05-03 14:38:17,Zone-D,49.76,46.17,957.55,93.74,0
SENS026420,2023-06-22 21:11:41,Zone-E,70.11,42.54,971.23,75.52,0
SENS026421,2023-12-26 11:41:29,Zone-A,57.86,80.71,1043.35,26.98,0
SENS026422,2023-06-18 10:28:46,Zone-C,43.48,93.55,1029.58,95.45,1
SENS026423,2024-01-28 20:43:09,Zone-B,70.01,33.58,988.55,98.11,0
SENS026424,2024-12-02 01:20:10,Field-South,51.75,14.93,1030.58,90.25,0
SENS026425,2023-06-12 17:45:13,Field-South,-6.57,54.8,1041.19,51.14,0
SENS026426,2024-04-12 20:11:52,Zone-B,74.26,79.97,970.09,7.16,1
SENS026427,2024-03-17 21:58:34,Warehouse-1,14.9,25.82,1045.9,84.6,0
SENS026428,2023-08-28 05:31:24,Field-North,21.44,77.93,1035.44,93.82,0
SENS026429,2023-02-04 00:46:05,Zone-D,70.73,31.6,1001.75,7.17,1
SENS026430,2023-11-10 21:53:52,Zone-C,35.33,28.12,990.77,9.79,1
SENS026431,2024-09-12 18:10:54,Warehouse-1,71.11,91.36,1011.91,18.21,1
SENS026432,2024-08-12 07:14:12,Warehouse-2,7.91,66.98,1046.73,,0
SENS026433,2023-05-15 11:42:00,Zone-E,-3.82,51.25,1031.46,36.21,0
SENS026434,2023-11-20 11:32:41,Field-South,28.92,32.76,1049.98,78.97,0
SENS026435,2024-03-18 13:29:49,Warehouse-1,47.76,72.79,1014.4,10.98,0
SENS026436,2023-06-24 19:04:58,Warehouse-2,13.69,53.31,954.43,5.09,1
SENS026437,2024-11-28 15:34:52,Field-South,36.67,94.92,961.71,56.89,1
SENS026438,2023-07-09 12:26:55,Zone-C,-4.05,52.58,1049.43,56.8,0
SENS026439,2023-08-10 19:51:00,Zone-B,116.58,22.68,1039.28,56.64,1
SENS026440,2024-01-18 00:52:35,Zone-D,54.03,63.63,1035.28,42.46,0
SENS026441,2024-09-06 16:40:59,Zone-D,13.54,94.49,952.21,92.71,1
SENS026442,2023-12-23 05:51:40,Zone-D,71.15,39.87,1016.78,34.24,0
SENS026443,2023-12-24 22:38:45,Zone-E,67.55,75.04,1002.64,57.55,0
SENS026444,2023-03-03 09:53:40,Warehouse-1,13.83,28.06,1011.65,49.74,0
SENS026445,2023-11-11 07:42:08,Remote-01,36.24,63.82,1003.56,32.3,0
SENS026446,2023-12-14 06:08:51,Zone-E,1.74,90.57,1005.9,54.66,1
SENS026447,2023-07-28 17:30:17,Warehouse-1,105.38,12.92,1001.1,21.18,1
SENS026448,2023-04-01 22:49:36,Field-North,8.54,84.14,1028.27,11.65,0
SENS026449,2023-08-08 08:52:44,Zone-B,35.82,37.85,1029.82,38.53,0
SENS026450,2023-02-01 01:42:52,Zone-D,2.8,68.22,1029.75,22.82,0
SENS026451,2023-11-17 00:18:33,Warehouse-1,44.48,68.05,964.83,53.01,0
SENS026452,2023-01-31 01:08:42,Field-South,46.31,60.73,992.55,50.53,0
SENS026453,2024-05-04 05:37:37,Zone-A,-5.91,66.61,1009.77,48.76,0
SENS026454,2024-07-23 06:41:05,Zone-A,-15.87,15.59,1049.81,40.45,1
SENS026455,2023-02-21 09:29:57,Field-North,53.86,40.59,979.16,38.29,0
SENS026456,2023-06-25 23:03:49,Field-North,9.54,46.6,984.6,12.19,0
SENS026457,2023-06-12 13:29:55,Zone-C,38.07,32.24,967.55,76.29,0
SENS026458,2024-05-01 18:38:48,Zone-A,64.94,18.48,1024.26,50.23,0
SENS026459,2024-12-14 09:49:03,Zone-D,78.43,17.94,999.43,17.05,0
SENS026460,2024-11-19 19:09:02,Zone-A,50.82,88.24,1011.88,34.73,0
SENS026461,2023-12-03 00:21:00,Zone-C,-0.03,18.67,983.44,98.86,0
SENS026462,2023-05-02 22:31:11,Zone-B,12.23,52.48,995.75,69.28,0
SENS026463,2024-12-03 17:50:13,Warehouse-1,63.44,41.78,977.72,25.66,0
SENS026464,2023-05-28 00:58:46,Field-North,59.01,60.66,950.77,38.32,0
SENS026465,2023-01-25 07:33:49,Remote-01,21.17,46.43,1032.72,70.28,0
SENS026466,2023-12-03 16:44:13,Remote-01,2.87,39.25,1024.06,63.23,0
SENS026467,2023-02-26 07:43:44,Zone-D,48.99,39.73,1039.0,87.54,0
SENS026468,2023-06-12 20:07:35,Zone-A,5.67,64.26,977.75,7.71,1
SENS026469,2024-07-14 22:08:51,Zone-C,66.58,59.67,988.56,44.66,0
SENS026470,2024-09-04 09:17:17,Zone-C,50.35,62.11,1010.64,10.78,0
SENS026471,2024-05-17 07:00:03,Field-North,8.28,77.52,1043.21,35.85,0
SENS026472,2024-11-27 21:40:47,Zone-E,-15.32,93.74,1049.73,95.97,1
SENS026473,2024-06-15 19:52:56,Field-North,62.45,63.96,1048.11,82.08,0
SENS026474,2023-11-01 15:37:02,Field-South,-8.71,87.83,1047.92,47.03,0
SENS026475,2023-10-22 11:51:31,Field-North,68.48,37.43,1030.78,37.03,0
SENS026476,2024-09-11 08:06:21,Warehouse-1,52.22,56.13,1025.69,23.36,0
SENS026477,2023-09-11 13:25:16,Field-South,36.34,90.05,972.3,45.08,1
SENS026478,2024-12-26 17:25:00,Zone-E,85.23,56.47,1040.81,26.17,1
SENS026479,2023-06-26 13:52:29,Zone-C,43.42,90.42,977.25,91.56,1
SENS026480,2024-04-21 17:57:06,Remote-01,-0.63,88.11,1011.55,21.05,0
SENS026481,2023-11-23 14:43:21,Zone-E,76.92,35.76,955.36,,0
SENS026482,2024-12-26 06:15:00,Field-North,33.36,49.93,990.51,58.73,0
SENS026483,2023-05-14 03:51:10,Zone-C,74.22,90.22,955.33,28.77,1
SENS026484,2023-02-06 23:01:06,Zone-E,7.25,14.2,1023.61,80.02,0
SENS026485,2023-02-19 04:00:46,Zone-A,40.99,28.18,1031.93,81.14,0
SENS026486,2023-11-17 17:25:01,Zone-C,35.88,91.67,1047.26,23.34,1
SENS026487,2024-08-19 17:27:30,Warehouse-1,63.17,19.5,968.07,96.24,0
SENS026488,2024-08-02 12:31:19,Warehouse-1,45.9,23.05,962.89,96.01,0
SENS026489,2023-05-30 15:04:37,Field-North,79.14,60.79,1006.64,65.0,0
SENS026490,2023-01-17 21:24:13,Zone-B,31.99,52.57,990.59,58.75,0
SENS026491,2023-12-25 18:50:51,Zone-E,5.62,84.94,985.34,99.56,0
SENS026492,2024-02-02 03:47:44,Zone-D,70.92,17.09,1020.79,8.82,1
